 I.A.F. plot information for graphics
     580327.4240930748
    1428593.3427943650
     701347.5238054569
     491876.8216246835
     951835.3090205803
     680335.1390831553
     590852.2937560999
     737783.0919616756
     516673.4290250804
     961059.1698602107
     733362.3890293473
     548183.4804106680
     724803.8520070907
     761826.0435416817
     669460.1532711987
     692785.1940350458
     799387.5754708926
     630407.1766152523
     874226.2482791614
     444587.9997102143
     812241.8353154161
     752323.2268945966
     556068.5646276430
     750348.7254640847
     501283.5878025436
     814059.9437743654
     640882.9842427736
     766784.1340976214
     823862.0719235017
     567553.3358398369
     998643.9703036917
     743371.4802699317
     985502.2890090442
     759203.8868865826
     772136.1172519993
     911561.0678879372
     525659.2156816549
     691797.0761849927
     838922.2769771703
     707875.3614571861
     515063.5155368869
     537802.3658965261
     922755.0899102819
     833755.0295842930
     577852.1545918915
     550506.6496713151
     644046.8348922103
     766058.0102772956
     548841.8623505278
     683559.5890684351
     591687.9752471884
     538257.4088597444
     855392.0366779624
     585516.5873931642
     872155.0996916562
     957171.5428303124
     621173.6403118302
    1283975.7297061440
     575235.3831038229
     639842.0044440064
    1004636.5117497850
     606239.5894827484
     621125.6922680350
     999216.4313616721
     597737.8598513707
    1129533.2810908730
     475173.5402519245
     802064.3096262948
     486776.9876775789
     985994.7965321108
     718556.6068484673
     759677.8859851488
     858069.4199782860
     533925.2465065783
    1040928.1981867380
     594836.5707225767
     689080.2936275473
     443758.0617362980
     894567.2372024511
     995136.1611629810
     803164.8184932192
     533538.6078625065
    1496049.8995254400
     938164.7622932477
     474916.5175814231
    1030594.8542229170
     567438.3472871634
     724328.3497826901
     530565.5851031946
     759900.0343470417
     496276.6198872968
     908814.8613665829
     714382.2826833158
     698639.4359244151
     885223.0835214614
     922789.1566994671
     649492.3489833333
     557734.8372554602
     629617.9464735076
     728858.9110085376
    1058230.0951141580
     512001.3273728430
     529486.0010030965
     806015.7891385985
     546763.6116831229
     604656.5089792199
     586285.8039459154
     751917.2871481651
     939740.9608057096
     721734.7534803773
     711057.0992335328
     533985.0819342333
    1183302.4133398140
     912560.2266484044
     647424.4802379772
     627968.3244563551
     843447.1098326361
     555361.4897931162
     546204.9173153966
     583222.4167476199
     666183.1399641051
     523373.4002644857
     705941.8002897231
     993369.0175096025
     564039.3030978638
     676450.4584160007
     624572.3756570970
     561933.5715149461
     967190.9536215658
     655083.6107055876
     760485.0578074544
     797265.8321088231
     638229.8515669378
     668536.1527702899
     954563.6619901266
    1409951.0023778160
     539060.0452341185
     687577.2828477634
     523576.8334630632
     605504.2293549496
    1109389.2176202940
    1199483.2840329050
     770148.7883491220
     746312.0154889122
     693940.2892734873
    1185226.8554293980
    1116707.3788020590
    1078444.0568089290
     590530.3849624080
     584832.7162866826
     476847.7906258729
     577146.6162856246
     655125.3673597429
     516296.1160100458
     861204.4333471791
     576133.2790456037
     814808.5535315129
     837726.5184950042
     662905.1669533313
     983278.8885179146
     826866.2151909120
     501363.0088413078
     774507.5200181376
     532816.7244762715
     493254.0051944739
     616179.6292276852
     731709.6607744372
     740131.2218832712
     524682.8744858257
     582981.7829521110
     872366.4109583187
     631265.5976022958
     927712.3465213325
     636036.1545883623
     636774.2030269549
    1295793.5075764760
     833016.3681894633
     864324.2430123088
     553222.5871659353
     811031.2084038496
     676528.3527916257
     949688.4716604376
     472519.2627208831
    1018110.6992543620
     838967.1333259315
     668888.7948255624
     701608.0619145066
     555209.0375214722
     825328.5119956516
    1024258.1122043960
     621251.8268454132
     728992.0006312724
     510305.1154218781
     943755.0470135377
    1375954.9694258160
     912631.9451899570
     527597.4540505272
     889438.0099976467
     827545.3538427155
     797682.5507502738
     853772.4124414312
     717532.4972091976
     750645.9536984025
     643447.1218450359
     990129.9816757361
     810974.8428396122
     905305.5813316150
     778349.6719002447
     508649.7185127597
     475277.2274805441
     676964.3476495337
     640538.8593726017
     681574.3856009921
     553766.1773825628
     814606.4166575557
     559402.3113062723
     525692.1006752615
     763855.7134721822
     472774.7527158316
     791530.8208433758
    1483762.0692933460
    1007610.8639921710
     755072.9718395516
     865122.0016409606
     891580.9935225615
     912638.0180933527
     531657.6170711087
     672417.6007455055
     859515.4254124101
    1102426.8168595330
     663574.5252052430
     627154.4155554049
     997119.2296691914
     641794.3715370932
     876649.5836211940
     564924.3164874130
    1320436.5187927860
     754077.3618320016
     828479.9878366116
     570090.1260188250
     895381.3477875703
     693253.5117079020
     658907.2295010940
     575908.8268868096
     466048.4144640456
     756017.3053106252
     606173.2490296263
    1019844.1699115520
     680643.9899382633
     648188.8340047855
     696380.1266496652
    1012948.2820277490
     712810.2881441906
     737985.6408108753
     644205.4752344403
     745109.0732492475
     582692.6486450050
     938241.5921876008
     724795.1234958980
     458433.6572403882
     762652.3544623922
    1012931.8856510380
     557837.6555476298
     655324.7855188616
     836691.6793265075
     656112.9634965857
     707516.5526869958
     640039.0757186263
    1015650.3680481960
     966686.3302350926
     948449.2033088306
     613446.3716072938
     586692.5529596141
     659373.2588268821
     575070.3718156796
     951364.3710980245
     627857.6620136516
     720380.1818327988
     642602.1358144427
     760844.8735843850
     685997.8856855775
     632118.8132285602
     673820.6960048691
     667263.3875438999
     648914.6630226518
     611889.6147134530
     962675.1115325197
     725576.6191344322
     804577.1051222314
     928659.5588748865
     838720.9461372615
     697584.4746799995
     881541.6492759859
     769306.9550770151
     807735.4771839435
    1040221.2691767260
     768193.0481683103
     535141.7883491091
     826623.1306542474
     869403.5666044820
     526204.0056943167
     560001.3275107584
     590403.0969342883
     785758.3715394706
     700129.3270658176
     561558.5220607860
    1263947.5885821160
     804381.5840368229
     666711.5079609085
    1245304.5370404650
     597175.3272524682
     568529.2603797732
     763384.1850238978
    1008991.1654357090
     504898.1061614680
     793633.4031543727
     773355.6191802645
     743857.3125415749
    1080670.5893942550
    1123308.5851556380
     875732.7861292042
     982664.7331571310
     794807.7178435753
     882977.6630614221
     758651.3161667761
     984680.1080371756
     802073.6473596956
    1218227.3312567230
     672815.8285223659
    1104662.3461588200
     651151.2781140190
     888911.5279125619
     978101.7719713958
     827366.4424712915
     716135.7057354464
     639294.9030110353
     618170.9856416533
     922656.4614639934
